# lon  lat  height  residual_anomaly
-4.722149999999999892e+01 -1.305729999999999968e+01 4.959200000000000159e+02 -1.140800809162158203e+00
-4.715840000000000032e+01 -1.305669999999999931e+01 4.574900000000000091e+02 -2.598825595780951403e+00
-4.703560000000000230e+01 -1.304390000000000072e+01 5.367699999999999818e+02 -1.534727660899648072e+00
-4.858140000000000214e+01 -1.306470000000000020e+01 3.828100000000000023e+02 -1.664455679157032364e+01
-4.857849999999999824e+01 -1.306129999999999924e+01 3.836299999999999955e+02 -1.625359675155325334e+01
-4.728370000000000317e+01 -1.306980000000000075e+01 4.354499999999999886e+02 -2.727474303104500564e+00
-4.709620000000000317e+01 -1.306400000000000006e+01 4.788700000000000045e+02 -3.934565814453193866e+00
-4.776570000000000249e+01 -1.308929999999999971e+01 3.595799999999999841e+02 -1.332128031362307752e+01
-4.742819999999999681e+01 -1.309730000000000061e+01 3.674200000000000159e+02 -9.911020229031223039e+00
-4.861119999999999663e+01 -1.311059999999999981e+01 4.406100000000000136e+02 -1.014403421991821119e+01
-4.837729999999999819e+01 -1.310619999999999941e+01 4.770099999999999909e+02 2.357197808254930393e+01
-4.863859999999999673e+01 -1.315300000000000047e+01 4.726299999999999955e+02 -1.628235134889823144e+01
-4.739679999999999893e+01 -1.314199999999999946e+01 3.802599999999999909e+02 -9.145734639435232793e+00
-4.837639999999999674e+01 -1.317089999999999961e+01 4.296600000000000250e+02 2.554084323501727383e+01
-4.734389999999999787e+01 -1.317559999999999931e+01 3.641999999999999886e+02 -5.467182869897371233e+00
-4.866270000000000095e+01 -1.318909999999999982e+01 4.283199999999999932e+02 -1.995968718758451388e+01
-4.869330000000000069e+01 -1.321160000000000068e+01 3.830000000000000000e+02 -2.068655659081172615e+01
-4.839370000000000260e+01 -1.323010000000000019e+01 4.779599999999999795e+02 2.463140638874139654e+01
-4.766179999999999950e+01 -1.325169999999999959e+01 3.858199999999999932e+02 -5.431249256269850889e+00
-4.868200000000000216e+01 -1.326750000000000007e+01 4.025500000000000114e+02 -1.923434869177133777e+01
-4.818750000000000000e+01 -1.326750000000000007e+01 3.491000000000000227e+02 2.426146936454723146e+01
-4.837089999999999890e+01 -1.328979999999999961e+01 4.897599999999999909e+02 3.267609819296663431e+01
-4.821609999999999729e+01 -1.328219999999999956e+01 3.226000000000000227e+02 3.252570763318134084e+01
-4.817530000000000001e+01 -1.331780000000000008e+01 3.063000000000000114e+02 1.493293049670133854e+01
-4.766009999999999991e+01 -1.331070000000000064e+01 4.075500000000000114e+02 -4.070535611899018136e+00
-4.841190000000000282e+01 -1.333510000000000062e+01 4.913799999999999955e+02 2.690872483222721812e+01
-4.868639999999999901e+01 -1.334720000000000084e+01 3.837799999999999727e+02 -1.742131857930331762e+01
-4.825000000000000000e+01 -1.334440000000000026e+01 3.591000000000000227e+02 3.976105805070504573e+01
-4.767260000000000275e+01 -1.335870000000000068e+01 8.010499999999999545e+02 -7.263503496155976791e+00
-4.705060000000000286e+01 -1.335699999999999932e+01 4.091000000000000227e+02 -1.519981221651434566e+00
-4.869389999999999930e+01 -1.337110000000000021e+01 3.808100000000000023e+02 -1.749959288602885721e+01
-4.817999999999999972e+01 -1.336139999999999972e+01 3.145000000000000000e+02 1.376720148208325867e+01
-4.894859999999999900e+01 -1.339750000000000085e+01 3.381000000000000227e+02 -4.692827062222985290e+00
-4.891470000000000340e+01 -1.338669999999999938e+01 3.253999999999999773e+02 -3.569897925625028279e+00
-4.888419999999999987e+01 -1.338310000000000066e+01 3.460000000000000000e+02 -8.477294907025171966e+00
-4.869879999999999853e+01 -1.339339999999999975e+01 3.809100000000000250e+02 -1.669119555800827470e+01
-4.837870000000000203e+01 -1.339179999999999993e+01 4.073999999999999773e+02 3.583150688135006590e+01
-4.826359999999999673e+01 -1.338860000000000028e+01 3.718000000000000114e+02 4.736787624667482532e+01
-4.898219999999999885e+01 -1.340830000000000055e+01 3.333999999999999773e+02 -8.728959949242071303e+00
-4.885779999999999745e+01 -1.340750000000000064e+01 3.551000000000000227e+02 -8.288563054553307552e+00
-4.879079999999999728e+01 -1.341189999999999927e+01 3.730000000000000000e+02 -4.247937029121622743e+00
-4.870720000000000027e+01 -1.341779999999999973e+01 4.028899999999999864e+02 -1.504082865671947644e+01
-4.818809999999999860e+01 -1.340279999999999916e+01 3.190000000000000000e+02 1.702138316252510464e+01
-4.767949999999999733e+01 -1.340900000000000070e+01 1.214750000000000000e+03 -8.881403587208993144e+00
-4.710730000000000217e+01 -1.340380000000000038e+01 3.938299999999999841e+02 -4.619268440110715801e+00
-4.882670000000000243e+01 -1.342190000000000083e+01 3.598000000000000114e+02 -1.004728909371822709e+01
-4.876420000000000243e+01 -1.342249999999999943e+01 3.880000000000000000e+02 -3.747234483290085905e+00
-4.873140000000000072e+01 -1.343169999999999931e+01 4.213000000000000114e+02 -1.190469332506181388e+01
-4.869830000000000325e+01 -1.342639999999999922e+01 4.508000000000000114e+02 -1.713722466306720804e+01
-4.828940000000000055e+01 -1.343060000000000009e+01 3.793000000000000114e+02 4.843191515004861003e+01
-4.820080000000000098e+01 -1.343939999999999912e+01 3.323000000000000114e+02 1.927133476459928829e+01
-4.713569999999999993e+01 -1.342259999999999920e+01 3.641000000000000227e+02 -4.539787026389475955e+00
-4.866749999999999687e+01 -1.344389999999999930e+01 4.266999999999999886e+02 -1.539676121994747859e+01
-4.864560000000000173e+01 -1.345139999999999958e+01 4.688999999999999773e+02 -1.562518564938607568e+01
-4.838450000000000273e+01 -1.345679999999999943e+01 4.880699999999999932e+02 3.164067376726745451e+01
-4.825079999999999814e+01 -1.344219999999999970e+01 7.056000000000000227e+02 4.842252759255114114e+01
-4.765290000000000248e+01 -1.345679999999999943e+01 1.148119999999999891e+03 -1.180887225901646786e+01
-4.715169999999999817e+01 -1.345620000000000083e+01 3.972500000000000000e+02 -7.288773910199154216e+00
-4.710029999999999717e+01 -1.344730000000000025e+01 3.970099999999999909e+02 7.682502875086498761e-01
-4.830109999999999815e+01 -1.346189999999999998e+01 4.033000000000000114e+02 4.592213670914647139e+01
-4.826970000000000027e+01 -1.346720000000000006e+01 7.718999999999999773e+02 4.809586170667213167e+01
-4.822639999999999816e+01 -1.346250000000000036e+01 3.991000000000000227e+02 3.131523880246080793e+01
-4.827890000000000015e+01 -1.348969999999999914e+01 7.089199999999999591e+02 4.234712477342493031e+01
-4.818970000000000198e+01 -1.348559999999999981e+01 3.311999999999999886e+02 6.067164002927817990e+00
-4.817360000000000042e+01 -1.348939999999999984e+01 3.188999999999999773e+02 1.667190401659809140e+00
-4.759700000000000131e+01 -1.348569999999999958e+01 1.176660000000000082e+03 -1.352723958715765207e+01
-4.709089999999999776e+01 -1.349699999999999989e+01 4.036299999999999955e+02 3.962110475487449435e+00
-4.874009999999999820e+01 -1.350830000000000020e+01 3.845699999999999932e+02 -1.362839518842558562e+01
-4.835869999999999891e+01 -1.351779999999999937e+01 4.329300000000000068e+02 2.954680595483976546e+01
-4.821690000000000254e+01 -1.351140000000000008e+01 3.428999999999999773e+02 7.030249809495799695e+00
-4.815610000000000213e+01 -1.351750000000000007e+01 3.853000000000000114e+02 -3.675544803417849948e+00
-4.753620000000000090e+01 -1.350280000000000058e+01 1.108309999999999945e+03 -1.672437515152324750e+01
-4.717369999999999663e+01 -1.351609999999999978e+01 4.155600000000000023e+02 -8.608710060428393263e+00
-4.828470000000000084e+01 -1.352330000000000076e+01 4.718999999999999773e+02 3.251921037530652114e+01
-4.822160000000000224e+01 -1.353330000000000055e+01 3.510000000000000000e+02 1.532620671833917925e+00
-4.817000000000000171e+01 -1.352529999999999966e+01 3.576999999999999886e+02 -2.282903708585124036e+00
-4.717309999999999803e+01 -1.352590000000000003e+01 4.106499999999999773e+02 -9.248130408927721646e+00
-4.830559999999999832e+01 -1.355930000000000035e+01 4.585400000000000205e+02 1.972922854078109367e+01
-4.804760000000000275e+01 -1.355979999999999919e+01 3.858999999999999773e+02 -9.296966864387783858e+00
-4.758310000000000173e+01 -1.354759999999999920e+01 1.126509999999999991e+03 -1.729110471073801136e+01
-4.717649999999999721e+01 -1.355320000000000036e+01 4.149300000000000068e+02 -9.995452265489916499e+00
-4.706419999999999959e+01 -1.354589999999999961e+01 4.168999999999999773e+02 6.990106458394564015e+00
-4.810759999999999792e+01 -1.357089999999999996e+01 3.296999999999999886e+02 -1.577575174032186567e+01
-4.752289999999999992e+01 -1.356729999999999947e+01 1.176579999999999927e+03 -1.600487699915107953e+01
-4.832159999999999656e+01 -1.359660000000000046e+01 4.360000000000000000e+02 -1.732936663062261573e+00
-4.824170000000000158e+01 -1.358610000000000007e+01 4.066000000000000227e+02 -1.035916461694155544e+01
-4.763199999999999790e+01 -1.358290000000000042e+01 1.030759999999999991e+03 -1.069137844543831761e+01
-4.718699999999999761e+01 -1.359609999999999985e+01 4.684499999999999886e+02 -8.558550711424800284e+00
-4.701429999999999865e+01 -1.359590000000000032e+01 4.226800000000000068e+02 1.006687831361188046e+01
-4.825079999999999814e+01 -1.361810000000000009e+01 5.298999999999999773e+02 -1.466073362203731278e+01
-4.800759999999999650e+01 -1.360950000000000060e+01 5.306699999999999591e+02 -7.409889219333805954e+00
-4.706900000000000261e+01 -1.361180000000000057e+01 4.126999999999999886e+02 8.601514765063598134e+00
-4.777230000000000132e+01 -1.362920000000000087e+01 8.539099999999999682e+02 -1.014025050337640721e+01
-4.765619999999999834e+01 -1.362090000000000067e+01 1.042759999999999991e+03 -1.551999919832658748e+01
-4.749759999999999849e+01 -1.362040000000000006e+01 1.173980000000000018e+03 -2.092941187756156296e+01
-4.720550000000000068e+01 -1.361999999999999922e+01 4.434800000000000182e+02 -6.522687502719691111e+00
-4.888179999999999836e+01 -1.365349999999999930e+01 3.753100000000000023e+02 -1.248952429882066895e+01
-4.887859999999999872e+01 -1.365409999999999968e+01 3.840199999999999818e+02 -1.235952835520745907e+01
-4.826970000000000027e+01 -1.364690000000000047e+01 7.822999999999999545e+02 -1.261877183659998991e+01
-4.797509999999999764e+01 -1.365279999999999916e+01 5.468200000000000500e+02 -7.448301260187406569e+00
-4.782180000000000319e+01 -1.364509999999999934e+01 7.541499999999999773e+02 -9.584479059218907082e+00
-4.770980000000000132e+01 -1.364119999999999955e+01 1.013990000000000009e+03 -9.234312878998807150e+00
-4.722919999999999874e+01 -1.365680000000000049e+01 4.578799999999999955e+02 -7.904986402513912935e+00
-4.700450000000000017e+01 -1.365809999999999924e+01 4.701999999999999886e+02 1.604888241983360331e+01
-4.892920000000000158e+01 -1.366360000000000063e+01 3.500500000000000114e+02 -1.425092660593487182e+01
-4.827640000000000242e+01 -1.367939999999999934e+01 7.555000000000000000e+02 -1.355694088831060640e+01
-4.792510000000000048e+01 -1.366339999999999932e+01 5.532899999999999636e+02 -6.417491247180933556e+00
-4.790030000000000143e+01 -1.367619999999999969e+01 5.905299999999999727e+02 -8.917834389115128602e+00
-4.785070000000000334e+01 -1.367009999999999970e+01 7.272899999999999636e+02 -1.143101993107023873e+01
-4.747590000000000288e+01 -1.366890000000000072e+01 1.087769999999999982e+03 -1.921857735304223525e+01
-4.723449999999999704e+01 -1.368319999999999936e+01 5.539800000000000182e+02 -6.684938428564862534e+00
-4.846999999999999886e+01 -1.370159999999999911e+01 6.140000000000000000e+02 -5.251905369333869089e-01
-4.828280000000000172e+01 -1.371279999999999966e+01 8.971000000000000227e+02 -1.535205976828768826e+01
-4.723590000000000089e+01 -1.371540000000000070e+01 6.287899999999999636e+02 -5.741791711761592865e+00
-4.869830000000000325e+01 -1.372330000000000005e+01 5.740000000000000000e+02 -1.128523634363118333e+01
-4.839500000000000313e+01 -1.373160000000000025e+01 5.280000000000000000e+02 -4.694330737012791133e+00
-4.745530000000000115e+01 -1.372729999999999961e+01 8.163500000000000227e+02 -1.889053593328691250e+01
-4.723460000000000036e+01 -1.373150000000000048e+01 6.812400000000000091e+02 -4.898243356165281170e+00
-4.829809999999999803e+01 -1.374499999999999922e+01 8.588999999999999773e+02 -1.601713928198530823e+01
-4.724170000000000158e+01 -1.375810000000000066e+01 7.080199999999999818e+02 -3.995360896990348465e+00
-4.830030000000000001e+01 -1.377720000000000056e+01 8.642000000000000455e+02 -1.570878256405966056e+01
-4.740639999999999787e+01 -1.377820000000000000e+01 8.007899999999999636e+02 -1.818349765451287681e+01
-4.726420000000000243e+01 -1.377500000000000036e+01 7.490800000000000409e+02 -5.479867077204488623e+00
-4.856830000000000069e+01 -1.378659999999999997e+01 6.900000000000000000e+02 -4.873669001170640058e+00
-4.733189999999999742e+01 -1.378599999999999959e+01 7.700900000000000318e+02 -1.459156168368758699e+01
-4.830579999999999785e+01 -1.380470000000000041e+01 7.078999999999999773e+02 -1.632006618497533168e+01
-4.726319999999999766e+01 -1.380540000000000056e+01 7.749099999999999682e+02 -5.204858208074981007e+00
-4.830810000000000315e+01 -1.382280000000000086e+01 4.725000000000000000e+02 -1.551195299732073352e+01
-4.725090000000000146e+01 -1.382590000000000074e+01 9.111399999999999864e+02 -3.745983748491113374e+00
-4.754120000000000346e+01 -1.384699999999999953e+01 5.895599999999999454e+02 -1.924809041631877449e+01
-4.748420000000000130e+01 -1.384590000000000032e+01 8.269800000000000182e+02 -2.022666890113276850e+01
-4.730019999999999669e+01 -1.384849999999999959e+01 9.389800000000000182e+02 -5.868013384135267074e+00
-4.729630000000000223e+01 -1.385050000000000026e+01 9.718799999999999955e+02 -6.493542312597853083e+00
-4.725889999999999702e+01 -1.384200000000000053e+01 9.418200000000000500e+02 -2.313119129848985267e+00
-4.760119999999999862e+01 -1.386369999999999969e+01 5.340299999999999727e+02 -1.878573977662814798e+01
-4.726630000000000109e+01 -1.386589999999999989e+01 9.080700000000000500e+02 -4.145794686715049693e+00
-4.812539999999999907e+01 -1.389220000000000077e+01 7.232000000000000455e+02 -1.046967900641071481e+01
-4.735549999999999926e+01 -1.388909999999999911e+01 1.264829999999999927e+03 -1.174088956828535402e+01
-4.811410000000000053e+01 -1.390970000000000084e+01 5.370000000000000000e+02 -1.163097178593599779e+01
-4.806600000000000250e+01 -1.390959999999999930e+01 5.358999999999999773e+02 -1.336977909476118498e+01
-4.765449999999999875e+01 -1.391200000000000081e+01 5.339299999999999500e+02 -1.978757962960017380e+01
-4.742119999999999891e+01 -1.392070000000000007e+01 1.540430000000000064e+03 -1.554857495938438205e+01
-4.805899999999999750e+01 -1.395560000000000045e+01 4.903000000000000114e+02 -1.533711058338107591e+01
-4.771370000000000289e+01 -1.395030000000000037e+01 5.157999999999999545e+02 -1.701034485933905671e+01
-4.807900000000000063e+01 -1.398470000000000013e+01 5.066999999999999886e+02 -1.771131707234928854e+01
-4.791790000000000305e+01 -1.398840000000000039e+01 4.449800000000000182e+02 -1.569490936837377149e+01
-4.776480000000000103e+01 -1.399590000000000067e+01 5.488999999999999773e+02 -1.513777398185888501e+01
-4.702179999999999893e+01 -1.399590000000000067e+01 4.754100000000000250e+02 1.902093747586533823e+01
-4.700030000000000285e+01 -1.398559999999999981e+01 4.745500000000000114e+02 2.112865158661003306e+01
-4.822319999999999851e+01 -1.353090000000000082e+01 3.773199999999999932e+02 6.229696881667990738e+00
-4.822039999999999793e+01 -1.348399999999999999e+01 3.854200000000000159e+02 1.951945193438752568e+01
-4.820900000000000318e+01 -1.346260000000000012e+01 3.576299999999999955e+02 1.898122726940235339e+01
-4.820640000000000214e+01 -1.344400000000000084e+01 3.607599999999999909e+02 2.435088037457430232e+01
-4.818900000000000006e+01 -1.340540000000000020e+01 3.177699999999999818e+02 1.702795018889877809e+01
-4.817710000000000292e+01 -1.338509999999999955e+01 3.455000000000000000e+02 1.413758517806790849e+01
-4.815540000000000020e+01 -1.338509999999999955e+01 3.416399999999999864e+02 6.332513897627251254e+00
-4.817710000000000292e+01 -1.336069999999999958e+01 3.206899999999999977e+02 1.768692328856199225e+01
-4.817620000000000147e+01 -1.334210000000000029e+01 3.044900000000000091e+02 1.110139764611925983e+01
-4.817430000000000234e+01 -1.331460000000000043e+01 3.049499999999999886e+02 1.435112627208435043e+01
-4.817900000000000205e+01 -1.329570000000000007e+01 3.025899999999999750e+02 1.877665266344561701e+01
-4.818730000000000047e+01 -1.326229999999999976e+01 3.563100000000000023e+02 2.332875531404422986e+01
-4.819570000000000221e+01 -1.324290000000000056e+01 3.285899999999999750e+02 2.419809800384356890e+01
-4.819980000000000331e+01 -1.322789999999999999e+01 3.113999999999999773e+02 2.527765055703029873e+01
-4.820620000000000260e+01 -1.321460000000000079e+01 3.459300000000000068e+02 2.945913371640024536e+01
-4.824649999999999750e+01 -1.319710000000000072e+01 3.498600000000000136e+02 4.147678903660782623e+01
-4.825730000000000075e+01 -1.318870000000000076e+01 3.809499999999999886e+02 4.739042077832104383e+01
-4.834290000000000020e+01 -1.314589999999999925e+01 4.744599999999999795e+02 3.311492660041484015e+01
-4.837729999999999819e+01 -1.310679999999999978e+01 4.783199999999999932e+02 2.353281403065209787e+01
-4.838430000000000319e+01 -1.308399999999999963e+01 4.377799999999999727e+02 2.152913551257232072e+01
-4.839260000000000161e+01 -1.306010000000000026e+01 4.753999999999999773e+02 1.469280734146199308e+01
-4.840120000000000289e+01 -1.304209999999999958e+01 4.318700000000000045e+02 8.946236410448001664e+00
-4.812319999999999709e+01 -1.347070000000000078e+01 3.810000000000000000e+02 -5.648760051571841245e+00
-4.811540000000000106e+01 -1.341319999999999979e+01 3.240000000000000000e+02 -6.660502589013461261e+00
-4.809340000000000259e+01 -1.337320000000000064e+01 3.950000000000000000e+02 -7.701174160047926875e+00
-4.805089999999999861e+01 -1.337620000000000076e+01 4.230000000000000000e+02 -9.457525729153260841e+00
-4.802510000000000190e+01 -1.336320000000000086e+01 4.510000000000000000e+02 -1.110782714090197487e+01
-4.809759999999999991e+01 -1.334040000000000070e+01 3.660000000000000000e+02 -4.918686817098119946e+00
-4.809729999999999706e+01 -1.329620000000000068e+01 3.480000000000000000e+02 -4.680138744410101026e+00
-4.808539999999999992e+01 -1.327650000000000041e+01 3.750000000000000000e+02 -8.829667807138633862e+00
-4.808570000000000277e+01 -1.323090000000000011e+01 3.990000000000000000e+02 -7.419996112515804043e+00
-4.809539999999999793e+01 -1.318979999999999997e+01 3.350000000000000000e+02 -7.225337293936135552e+00
-4.829569999999999652e+01 -1.358350000000000080e+01 4.823199999999999932e+02 5.580554683698480289e+00
-4.834709999999999752e+01 -1.361539999999999928e+01 5.087099999999999795e+02 -1.541091503409937502e+00
-4.837149999999999750e+01 -1.366150000000000020e+01 5.762599999999999909e+02 -4.974624456632156466e+00
-4.838400000000000034e+01 -1.372039999999999971e+01 5.449700000000000273e+02 9.092607163080188570e-01
-4.846569999999999823e+01 -1.370209999999999972e+01 5.275499999999999545e+02 -1.793541433621280135e+01
-4.850460000000000349e+01 -1.374339999999999939e+01 5.444400000000000546e+02 -5.874536039155486833e-01
-4.852709999999999724e+01 -1.378679999999999950e+01 6.172999999999999545e+02 -2.753372076264440693e+00
-4.856649999999999778e+01 -1.378509999999999991e+01 6.802100000000000364e+02 -4.549981373952107333e+00
-4.858570000000000277e+01 -1.373210000000000086e+01 6.675900000000000318e+02 -2.212116762748280507e+00
-4.860869999999999891e+01 -1.368730000000000047e+01 6.890599999999999454e+02 -4.388913355477164657e+00
-4.822319999999999851e+01 -1.353090000000000082e+01 3.778199999999999932e+02 6.349696881667988180e+00
-4.888040000000000163e+01 -1.365290000000000070e+01 3.752799999999999727e+02 -1.243197774888765395e+01
-4.880480000000000018e+01 -1.366539999999999999e+01 4.417799999999999727e+02 -1.204357393613445026e+01
-4.874539999999999651e+01 -1.371010000000000062e+01 6.040399999999999636e+02 -1.255063838581685332e+01
-4.866259999999999764e+01 -1.369400000000000084e+01 5.431000000000000227e+02 -8.425638109387506347e+00
-4.888040000000000163e+01 -1.365290000000000070e+01 3.752799999999999727e+02 -1.281197774888765650e+01
-4.814759999999999707e+01 -1.339620000000000033e+01 3.025099999999999909e+02 -2.603185734162281051e-01
-4.818730000000000047e+01 -1.327619999999999933e+01 3.505799999999999841e+02 2.606978811175442701e+01
-4.817589999999999861e+01 -1.326539999999999964e+01 3.428199999999999932e+02 1.525299852991634708e+01
-4.815590000000000259e+01 -1.325619999999999976e+01 2.990600000000000023e+02 1.066597297619971130e+00
-4.823210000000000264e+01 -1.321230000000000082e+01 4.009499999999999886e+02 3.942751970167277165e+01
-4.827929999999999922e+01 -1.318149999999999977e+01 4.244800000000000182e+02 5.044866443195156336e+01
-4.829229999999999734e+01 -1.316319999999999979e+01 4.447799999999999727e+02 4.657033053305843850e+01
-4.831839999999999691e+01 -1.315840000000000032e+01 4.555699999999999932e+02 4.072236923485037607e+01
-4.840120000000000289e+01 -1.304209999999999958e+01 4.318100000000000023e+02 8.896236410447997400e+00
-4.833979999999999677e+01 -1.306589999999999918e+01 3.808299999999999841e+02 3.169369476571999300e+01
-4.830149999999999721e+01 -1.304069999999999929e+01 3.698600000000000136e+02 4.419290614168361486e+01
-4.827709999999999724e+01 -1.305620000000000047e+01 3.376700000000000159e+02 4.174892976677274703e+01
-4.823230000000000217e+01 -1.306429999999999936e+01 3.386600000000000250e+02 2.915345500331222794e+01
-4.819120000000000203e+01 -1.305729999999999968e+01 2.873000000000000114e+02 2.378121801127235813e+00
-4.817730000000000246e+01 -1.307429999999999914e+01 3.189700000000000273e+02 2.753366561202291507e+00
-4.823210000000000264e+01 -1.311260000000000048e+01 4.008399999999999750e+02 3.994694632529068201e+01
-4.825229999999999819e+01 -1.311430000000000007e+01 4.079499999999999886e+02 4.509670070658499696e+01
-4.820960000000000178e+01 -1.314620000000000033e+01 3.714200000000000159e+02 3.212347813747366843e+01
-4.816349999999999909e+01 -1.314000000000000057e+01 3.166299999999999955e+02 3.462530359078336062e+00
-4.814180000000000348e+01 -1.313840000000000074e+01 2.881299999999999955e+02 -1.811436782969323644e+00
-4.818319999999999936e+01 -1.316980000000000040e+01 2.803100000000000023e+02 8.437762059142258408e+00
-4.827949999999999875e+01 -1.326050000000000040e+01 4.324200000000000159e+02 4.600420009907420393e+01
-4.832820000000000249e+01 -1.326919999999999966e+01 4.545299999999999727e+02 4.421473016487760077e+01
-4.833389999999999986e+01 -1.332199999999999918e+01 4.284300000000000068e+02 4.777916485590263562e+01
-4.829639999999999844e+01 -1.334950000000000081e+01 4.011000000000000227e+02 5.131534367466683477e+01
-4.835439999999999827e+01 -1.329199999999999982e+01 4.462699999999999818e+02 3.358962372952952080e+01
-4.844080000000000297e+01 -1.329620000000000068e+01 4.182500000000000000e+02 6.748155487449622569e+00
-4.846070000000000277e+01 -1.326929999999999943e+01 4.469200000000000159e+02 -8.281807407901304430e+00
