# lon  lat  height  residual_anomaly
-4.862830000000000297e+01 -1.239589999999999925e+01 2.999900000000000091e+02 -2.288406274760212966e-01
-4.793079999999999785e+01 -1.239429999999999943e+01 4.139200000000000159e+02 4.983543782468586869e+00
-4.776250000000000284e+01 -1.239000000000000057e+01 3.348299999999999841e+02 -8.811417831690633307e+00
-4.720510000000000161e+01 -1.239700000000000024e+01 3.614300000000000068e+02 -9.775667190775862991e-01
-4.883440000000000225e+01 -1.240549999999999997e+01 2.874800000000000182e+02 -5.448891871892591610e-02
-4.791940000000000310e+01 -1.241639999999999944e+01 3.984800000000000182e+02 2.210925354922380848e+00
-4.777689999999999770e+01 -1.241169999999999973e+01 3.203399999999999750e+02 -1.026573768844599499e+01
-4.887060000000000315e+01 -1.243820000000000014e+01 3.030600000000000023e+02 -3.670677196345950577e+00
-4.885399999999999920e+01 -1.242259999999999920e+01 2.809800000000000182e+02 -1.613019370299680233e+00
-4.862360000000000326e+01 -1.242060000000000031e+01 2.979900000000000091e+02 -2.996195205120955052e-01
-4.861419999999999675e+01 -1.242999999999999972e+01 3.066200000000000045e+02 -1.233573846757373360e+00
-4.791129999999999711e+01 -1.243750000000000000e+01 3.653500000000000227e+02 5.754882685007203236e-01
-4.779010000000000247e+01 -1.243469999999999942e+01 3.454399999999999977e+02 -1.090939465933024621e+01
-4.719160000000000110e+01 -1.243820000000000014e+01 3.430099999999999909e+02 1.623329483632005577e-01
-4.888960000000000150e+01 -1.245560000000000045e+01 3.063600000000000136e+02 -4.730197174717105213e+00
-4.861310000000000286e+01 -1.245459999999999923e+01 2.937300000000000182e+02 -1.057713726094497986e+00
-4.791250000000000142e+01 -1.245689999999999920e+01 3.528899999999999864e+02 -3.113344078321489405e-01
-4.780420000000000158e+01 -1.245659999999999989e+01 3.338299999999999841e+02 -9.313306283805346197e+00
-4.890579999999999927e+01 -1.247000000000000064e+01 3.027900000000000205e+02 -5.107131897529706421e+00
-4.861630000000000251e+01 -1.247250000000000014e+01 2.955600000000000023e+02 -2.573601269877908493e+00
-4.781560000000000343e+01 -1.247589999999999932e+01 3.143999999999999773e+02 -7.843007437180403940e+00
-4.899940000000000140e+01 -1.249329999999999963e+01 2.634800000000000182e+02 -6.936765781577268974e+00
-4.897520000000000095e+01 -1.249399999999999977e+01 2.758899999999999864e+02 -5.709226376071928399e+00
-4.895009999999999906e+01 -1.248709999999999987e+01 2.945199999999999818e+02 -5.918553564461726424e+00
-4.892589999999999861e+01 -1.248140000000000072e+01 2.810600000000000023e+02 -4.416597605383921987e+00
-4.862360000000000326e+01 -1.249479999999999968e+01 2.972400000000000091e+02 -3.249573938491050029e+00
-4.790630000000000166e+01 -1.248090000000000011e+01 3.171800000000000068e+02 6.922600757470576127e-02
-4.789339999999999975e+01 -1.249579999999999913e+01 2.951399999999999864e+02 -3.679442549306116916e+00
-4.782639999999999958e+01 -1.249939999999999962e+01 3.198600000000000136e+02 -6.693264454678157449e+00
-4.862950000000000017e+01 -1.251890000000000036e+01 3.190299999999999727e+02 -3.454656264759996986e+00
-4.842060000000000031e+01 -1.251640000000000086e+01 3.448999999999999773e+02 -9.564017591564223153e+00
-4.880669999999999931e+01 -1.253940000000000055e+01 2.616999999999999886e+02 -8.555412789346174662e+00
-4.862160000000000082e+01 -1.253780000000000072e+01 3.216899999999999977e+02 -2.351022660610396997e+00
-4.848890000000000100e+01 -1.253389999999999915e+01 3.198999999999999773e+02 -6.461915259427968294e+00
-4.788530000000000086e+01 -1.253289999999999971e+01 3.114100000000000250e+02 -4.835921019658712794e+00
-4.783670000000000044e+01 -1.252289999999999992e+01 3.670099999999999909e+02 -7.505527722877630481e+00
-4.874219999999999686e+01 -1.255030000000000001e+01 2.931999999999999886e+02 -6.027366072628772997e+00
-4.788139999999999930e+01 -1.255630000000000024e+01 3.061899999999999977e+02 -4.024967799127992407e+00
-4.784140000000000015e+01 -1.254720000000000013e+01 3.383999999999999773e+02 -6.479813068129246290e+00
-4.717009999999999792e+01 -1.255390000000000050e+01 3.723700000000000045e+02 -9.444038393457105940e-01
-4.867860000000000298e+01 -1.257029999999999959e+01 3.211000000000000227e+02 -5.905362891760159272e+00
-4.861789999999999878e+01 -1.256850000000000023e+01 3.265699999999999932e+02 -3.639429571217352333e+00
-4.849969999999999715e+01 -1.256530000000000058e+01 3.371000000000000227e+02 -8.719498960241196528e+00
-4.811670000000000158e+01 -1.257859999999999978e+01 2.760500000000000114e+02 7.123909852095692941e+00
-4.809850000000000136e+01 -1.257789999999999964e+01 2.612300000000000182e+02 8.040240387112028486e+00
-4.807099999999999795e+01 -1.257590000000000074e+01 2.606899999999999977e+02 6.683776771526503069e+00
-4.805550000000000210e+01 -1.257450000000000045e+01 2.653700000000000045e+02 5.586299120876972779e+00
-4.784749999999999659e+01 -1.257099999999999973e+01 3.188899999999999864e+02 -2.451510868168995216e+00
-4.862060000000000315e+01 -1.259779999999999944e+01 3.315299999999999727e+02 -4.041440351753479376e+00
-4.812939999999999685e+01 -1.259420000000000073e+01 2.788299999999999841e+02 6.234603270579334833e+00
-4.804469999999999885e+01 -1.258559999999999945e+01 2.665199999999999818e+02 5.041429145624967134e+00
-4.803949999999999676e+01 -1.258610000000000007e+01 2.688799999999999955e+02 3.401594095083090963e+00
-4.800379999999999825e+01 -1.259639999999999915e+01 2.757699999999999818e+02 1.926364904097574993e+00
-4.799860000000000326e+01 -1.259609999999999985e+01 2.764300000000000068e+02 2.182081922751969216e+00
-4.797480000000000189e+01 -1.259909999999999997e+01 2.670000000000000000e+02 5.876412987785784026e-02
-4.787590000000000146e+01 -1.258159999999999989e+01 3.108500000000000227e+02 -2.910120745183661484e+00
-4.785419999999999874e+01 -1.258900000000000041e+01 2.780799999999999841e+02 -1.371548665692131408e+00
-4.861419999999999675e+01 -1.261309999999999931e+01 3.351899999999999977e+02 -5.016803684114567119e+00
-4.813759999999999906e+01 -1.261730000000000018e+01 2.816000000000000227e+02 5.332689784031934721e+00
-4.795040000000000191e+01 -1.261170000000000080e+01 2.681100000000000136e+02 -4.075859941956139210e-01
-4.788219999999999743e+01 -1.261560000000000059e+01 2.754700000000000273e+02 -2.198804927198949599e+00
-4.786869999999999692e+01 -1.260960000000000036e+01 2.760600000000000023e+02 -1.511333177162541119e+00
-4.745900000000000318e+01 -1.261229999999999940e+01 3.634800000000000182e+02 -1.629449323542564798e+01
-4.712760000000000105e+01 -1.261139999999999972e+01 3.844499999999999886e+02 1.983509877534160637e+00
-4.860490000000000066e+01 -1.263310000000000066e+01 3.713700000000000045e+02 -7.474921677074036097e+00
-4.853719999999999857e+01 -1.262030000000000030e+01 3.263000000000000114e+02 -5.285734914898419845e+00
-4.814999999999999858e+01 -1.263809999999999967e+01 3.189800000000000182e+02 2.594091002316851302e+00
-4.813689999999999714e+01 -1.262090000000000067e+01 3.003399999999999750e+02 4.706896721665927430e+00
-4.793090000000000117e+01 -1.262139999999999951e+01 2.951899999999999977e+02 -2.220648610558143332e+00
-4.790709999999999980e+01 -1.262950000000000017e+01 2.790400000000000205e+02 -2.951860844559419661e+00
-4.788539999999999708e+01 -1.262079999999999913e+01 2.697099999999999795e+02 -2.274053372487415459e+00
-4.760370000000000346e+01 -1.263790000000000013e+01 3.618199999999999932e+02 -1.479355049673107203e+01
-4.753029999999999688e+01 -1.263069999999999915e+01 3.515400000000000205e+02 -1.540409947692621984e+01
-4.859170000000000300e+01 -1.265199999999999925e+01 3.536800000000000068e+02 -7.534554330359171104e+00
-4.816299999999999670e+01 -1.265590000000000082e+01 3.375299999999999727e+02 5.477199809305091094e-01
-4.780539999999999878e+01 -1.264509999999999934e+01 3.048600000000000136e+02 -4.416197586556066312e+00
-4.739730000000000132e+01 -1.265360000000000085e+01 3.768600000000000136e+02 -1.675419014424919339e+01
-4.859360000000000213e+01 -1.267060000000000031e+01 3.710199999999999818e+02 -7.945016186513441880e+00
-4.818209999999999837e+01 -1.266530000000000022e+01 3.409700000000000273e+02 -1.191878055335564568e+00
-4.773919999999999675e+01 -1.267450000000000010e+01 3.005799999999999841e+02 -8.278863722393268176e+00
-4.766680000000000206e+01 -1.267779999999999951e+01 3.386999999999999886e+02 -1.239577110939151794e+01
-4.709259999999999735e+01 -1.266789999999999949e+01 3.870199999999999818e+02 5.763457441431597772e+00
-4.859360000000000213e+01 -1.269050000000000011e+01 4.235000000000000000e+02 -8.305623907777118120e+00
-4.820389999999999731e+01 -1.268529999999999980e+01 3.401200000000000045e+02 -2.451207254668496205e+00
-4.789759999999999707e+01 -1.268009999999999948e+01 3.106399999999999864e+02 -1.966147984566504192e+00
-4.859519999999999840e+01 -1.271059999999999945e+01 4.298000000000000114e+02 -8.562199644095528583e+00
-4.822630000000000194e+01 -1.271470000000000056e+01 2.975400000000000205e+02 -5.354365766218577960e+00
-4.735419999999999874e+01 -1.270919999999999916e+01 3.844499999999999886e+02 -1.008699776386906422e+01
-4.884060000000000201e+01 -1.273249999999999993e+01 2.746999999999999886e+02 -1.012601969410505376e+01
-4.858650000000000091e+01 -1.273060000000000080e+01 3.714700000000000273e+02 -1.266391013621319672e+01
-4.825999999999999801e+01 -1.272020000000000017e+01 2.878000000000000114e+02 -3.231814944670460932e+00
-4.706839999999999691e+01 -1.273809999999999931e+01 4.135000000000000000e+02 9.496160835487913232e+00
-4.858659999999999712e+01 -1.275939999999999941e+01 3.941899999999999977e+02 -1.028938337714807716e+01
-4.825939999999999941e+01 -1.275970000000000049e+01 2.878000000000000114e+02 -3.924855862091007452e+00
-4.823669999999999902e+01 -1.274080000000000013e+01 2.670899999999999750e+02 -4.715272009165872191e+00
-4.789280000000000115e+01 -1.274760000000000026e+01 3.441700000000000159e+02 -5.348363829757403209e+00
-4.729480000000000217e+01 -1.274670000000000059e+01 4.334700000000000273e+02 -7.124093590782720753e+00
-4.895669999999999789e+01 -1.276890000000000036e+01 3.085000000000000000e+02 -1.670878742968308828e+01
-4.889560000000000173e+01 -1.276440000000000019e+01 3.190000000000000000e+02 -1.644922087616314599e+01
-4.858859999999999957e+01 -1.277549999999999919e+01 4.140699999999999932e+02 -1.070059376692255881e+01
-4.828260000000000218e+01 -1.277519999999999989e+01 3.310099999999999909e+02 -4.763837170228889306e+00
-4.825549999999999784e+01 -1.276880000000000059e+01 2.870799999999999841e+02 -3.932159404672347591e+00
-4.722970000000000113e+01 -1.277820000000000000e+01 4.333999999999999773e+02 3.069579843282468801e+00
-4.858780000000000143e+01 -1.279519999999999946e+01 4.201000000000000227e+02 -1.106002347201001612e+01
-4.830530000000000257e+01 -1.278529999999999944e+01 3.131499999999999773e+02 -6.012348261991832032e+00
-4.828529999999999944e+01 -1.278430000000000000e+01 3.125799999999999841e+02 -4.920658203552285670e+00
-4.827069999999999794e+01 -1.278079999999999927e+01 3.304700000000000273e+02 -4.136450421297759306e+00
-4.705259999999999820e+01 -1.279119999999999990e+01 3.944800000000000182e+02 1.373974472040337957e+01
-4.858030000000000115e+01 -1.281419999999999959e+01 4.228999999999999773e+02 -1.123697887594829581e+01
-4.838300000000000267e+01 -1.281279999999999930e+01 3.699200000000000159e+02 -2.155929281625851957e+00
-4.835249999999999915e+01 -1.281220000000000070e+01 3.697400000000000091e+02 -3.391465225133813988e-01
-4.830219999999999914e+01 -1.280610000000000070e+01 3.116600000000000250e+02 -4.233140815450369132e+00
-4.789869999999999806e+01 -1.281450000000000067e+01 3.347599999999999909e+02 -9.480481858041088117e+00
-4.716389999999999816e+01 -1.281620000000000026e+01 4.109700000000000273e+02 1.009983396414287427e+01
-4.715109999999999957e+01 -1.281799999999999962e+01 4.183500000000000227e+02 1.173898179049474777e+01
-4.857759999999999678e+01 -1.283910000000000018e+01 4.547699999999999818e+02 -1.309612078347790742e+01
-4.832050000000000267e+01 -1.282150000000000034e+01 3.692099999999999795e+02 1.270410628187292446e+00
-4.713100000000000023e+01 -1.283039999999999914e+01 4.125199999999999818e+02 1.275827343975254280e+01
-4.857099999999999795e+01 -1.285749999999999993e+01 4.259900000000000091e+02 -1.409430088425651917e+01
-4.836659999999999826e+01 -1.285270000000000046e+01 4.090000000000000000e+02 -3.107143755808664309e+00
-4.710620000000000118e+01 -1.284099999999999930e+01 4.293899999999999864e+02 1.346819848810901021e+01
-4.708959999999999724e+01 -1.284130000000000038e+01 4.328399999999999750e+02 1.478300893887387701e+01
-4.707860000000000156e+01 -1.284299999999999997e+01 4.310600000000000023e+02 1.521957327640068058e+01
-4.705239999999999867e+01 -1.285270000000000046e+01 4.104399999999999977e+02 1.596162690063967204e+01
-4.856230000000000047e+01 -1.287880000000000003e+01 4.359599999999999795e+02 -1.559253348881904344e+01
-4.838020000000000209e+01 -1.287930000000000064e+01 4.220299999999999727e+02 -2.408180037515414540e+00
-4.837969999999999970e+01 -1.287860000000000049e+01 4.220299999999999727e+02 -2.372828227669486978e+00
-4.786789999999999878e+01 -1.287449999999999939e+01 3.083100000000000023e+02 -9.132472090987960200e+00
-4.837709999999999866e+01 -1.288010000000000055e+01 4.213000000000000114e+02 -2.400170861060743732e+00
-4.793030000000000257e+01 -1.289359999999999928e+01 4.139200000000000159e+02 -4.271147655520778130e+00
-4.703479999999999706e+01 -1.289209999999999923e+01 4.125000000000000000e+02 1.568856746802093483e+01
-4.701250000000000284e+01 -1.288230000000000075e+01 4.298700000000000045e+02 1.627010153439601936e+01
-4.855859999999999843e+01 -1.290390000000000015e+01 4.519399999999999977e+02 -1.744207591505071520e+01
-4.838239999999999696e+01 -1.291000000000000014e+01 4.118899999999999864e+02 4.453086810153706665e+00
-4.782789999999999964e+01 -1.291980000000000040e+01 3.320000000000000000e+02 -1.097485806535310360e+01
-4.856640000000000157e+01 -1.293060000000000009e+01 4.767900000000000205e+02 -2.069657871354300482e+01
-4.839560000000000173e+01 -1.292970000000000041e+01 4.013700000000000045e+02 -3.650167875294101805e+00
-4.857950000000000301e+01 -1.295640000000000036e+01 4.918500000000000227e+02 -1.927406917675475029e+01
-4.840090000000000003e+01 -1.295209999999999972e+01 4.398500000000000227e+02 -1.752359555362311028e+00
-4.856909999999999883e+01 -1.297499999999999964e+01 5.134199999999999591e+02 -1.818588480016335041e+01
-4.839829999999999899e+01 -1.297990000000000066e+01 4.194599999999999795e+02 6.695273536410752513e+00
-4.782009999999999650e+01 -1.297809999999999953e+01 3.729300000000000068e+02 -1.288526261899220060e+01
-4.856219999999999715e+01 -1.298809999999999931e+01 5.744800000000000182e+02 -1.724298619293549706e+01
-4.855660000000000309e+01 -1.299670000000000059e+01 6.721100000000000136e+02 -1.743414094465402542e+01
-4.840050000000000097e+01 -1.298230000000000040e+01 4.200899999999999750e+02 6.695444831907153116e+00
-4.856190000000000140e+01 -1.300859999999999950e+01 5.559400000000000546e+02 -1.748596171651795572e+01
-4.853190000000000026e+01 -1.300280000000000058e+01 6.840099999999999909e+02 -1.467108425692708096e+01
-4.851290000000000191e+01 -1.301759999999999984e+01 7.195700000000000500e+02 -1.612003506371549832e+01
-4.856750000000000256e+01 -1.302389999999999937e+01 4.551700000000000159e+02 -1.762317503204629077e+01
-4.849839999999999662e+01 -1.303720000000000034e+01 6.729600000000000364e+02 -1.424424202937103701e+01
-4.847520000000000095e+01 -1.303320000000000078e+01 4.812500000000000000e+02 -1.022757171593323022e+01
-4.845270000000000010e+01 -1.302420000000000044e+01 4.613100000000000023e+02 -1.036039221903547514e+01
-4.840480000000000160e+01 -1.302110000000000056e+01 4.983899999999999864e+02 7.155423231907334980e+00
-4.780019999999999669e+01 -1.303790000000000049e+01 3.426399999999999864e+02 -1.575112856934894978e+01
-4.779999999999999716e+01 -1.303780000000000072e+01 3.425000000000000000e+02 -1.577173706098001560e+01
-4.856300000000000239e+01 -1.304129999999999967e+01 4.094399999999999977e+02 -1.769698879338304209e+01
-4.840350000000000108e+01 -1.304269999999999996e+01 4.320699999999999932e+02 8.738301111777452945e+00
-4.740840000000000032e+01 -1.304950000000000010e+01 3.887699999999999818e+02 -8.835731622313602429e+00
-4.734839999999999804e+01 -1.305649999999999977e+01 4.035500000000000114e+02 -6.790062311950663343e+00
