# lon  lat  height  gz
-4.846902465820312500e+01 -1.306100749969482422e+01 5.447456195224240219e+02 -4.450794574819814997e+00
-4.842822647094726562e+01 -1.306100749969482422e+01 4.900609835222636548e+02 5.038985853198974851e+00
-4.838742828369140625e+01 -1.306100749969482422e+01 4.587881659414267119e+02 1.642983872329725159e+01
-4.834663009643554688e+01 -1.306100749969482422e+01 3.942358184611492220e+02 2.930211425047567175e+01
-4.830583190917968750e+01 -1.306100749969482422e+01 3.670237293115532680e+02 3.861378496801815885e+01
-4.826503372192382812e+01 -1.306100749969482422e+01 3.413518005193315048e+02 3.886194797858387773e+01
-4.822423553466796875e+01 -1.306100749969482422e+01 3.249976723161562973e+02 2.218337461171061875e+01
-4.818343734741210938e+01 -1.306100749969482422e+01 2.993795585451270540e+02 2.423571958663553794e+00
-4.814263916015625000e+01 -1.306100749969482422e+01 3.149776319537934910e+02 5.250073264594572464e-01
-4.810184097290039062e+01 -1.306100749969482422e+01 3.291356482245461166e+02 -1.565005963493385055e+00
-4.806104278564453125e+01 -1.306100749969482422e+01 3.400438810985353939e+02 -3.621966375530828230e+00
-4.802024459838867188e+01 -1.306100749969482422e+01 3.490103245045915514e+02 -5.566388364881366790e+00
-4.797944641113281250e+01 -1.306100749969482422e+01 3.557899088762737847e+02 -7.363209434076777526e+00
-4.863221740722656250e+01 -1.302035999298095703e+01 4.436391549639669734e+02 -1.656264731699445392e+01
-4.859141921997070312e+01 -1.302035999298095703e+01 4.561218302591991574e+02 -1.627876434414085338e+01
-4.855062103271484375e+01 -1.302035999298095703e+01 5.451132746944527980e+02 -1.678274620457266764e+01
-4.850982284545898438e+01 -1.302035999298095703e+01 7.047211995986733655e+02 -1.568265390086834543e+01
-4.846902465820312500e+01 -1.302035999298095703e+01 5.223892585611142749e+02 -1.116846767712780775e+01
-4.842822647094726562e+01 -1.302035999298095703e+01 4.663836810678428719e+02 -1.533007242044872598e+00
-4.838742828369140625e+01 -1.302035999298095703e+01 4.448899904229730851e+02 1.294187601087367412e+01
-4.834663009643554688e+01 -1.302035999298095703e+01 3.988655601157632304e+02 2.688974778924881903e+01
-4.830583190917968750e+01 -1.302035999298095703e+01 3.696725974821426917e+02 3.444432573660061081e+01
-4.826503372192382812e+01 -1.302035999298095703e+01 3.397812837141269142e+02 2.447793468771131487e+01
-4.822423553466796875e+01 -1.302035999298095703e+01 3.124343654200000628e+02 1.162373395582765490e+01
-4.818343734741210938e+01 -1.302035999298095703e+01 3.096108058512387515e+02 4.197763115688785795e+00
-4.814263916015625000e+01 -1.302035999298095703e+01 3.182195568553567568e+02 5.176592958747491258e-01
-4.810184097290039062e+01 -1.302035999298095703e+01 3.325845424083706234e+02 -1.084071243085835246e+00
-4.806104278564453125e+01 -1.302035999298095703e+01 3.451210134599855337e+02 -2.674543462762012158e+00
-4.802024459838867188e+01 -1.302035999298095703e+01 3.548512290385519918e+02 -4.374974011640022198e+00
-4.797944641113281250e+01 -1.302035999298095703e+01 3.614244678030856903e+02 -6.227079972163477528e+00
-4.863221740722656250e+01 -1.297971248626708984e+01 4.462972782810235230e+02 -1.674052520687043710e+01
-4.859141921997070312e+01 -1.297971248626708984e+01 4.745957242439036463e+02 -1.782525795939303848e+01
-4.855062103271484375e+01 -1.297971248626708984e+01 5.924371980660795316e+02 -1.695117736541343945e+01
-4.850982284545898438e+01 -1.297971248626708984e+01 5.786777372104796768e+02 -1.368065904075647943e+01
-4.846902465820312500e+01 -1.297971248626708984e+01 5.174599379616947772e+02 -9.529867192445585999e+00
-4.842822647094726562e+01 -1.297971248626708984e+01 4.638409212606724168e+02 -3.627219252489449097e+00
-4.838742828369140625e+01 -1.297971248626708984e+01 4.196235736444972417e+02 9.467124273809689683e+00
-4.834663009643554688e+01 -1.297971248626708984e+01 3.941965521800878491e+02 2.160504295993310819e+01
-4.830583190917968750e+01 -1.297971248626708984e+01 3.643704291195526253e+02 2.139252155324892257e+01
-4.826503372192382812e+01 -1.297971248626708984e+01 3.347487402093265700e+02 1.491777555010541967e+01
-4.822423553466796875e+01 -1.297971248626708984e+01 3.186334464511709825e+02 8.486498612486512272e+00
-4.818343734741210938e+01 -1.297971248626708984e+01 3.175277422229208923e+02 3.840544217551708606e+00
-4.814263916015625000e+01 -1.297971248626708984e+01 3.244693095160345138e+02 6.301524477488569254e-01
-4.810184097290039062e+01 -1.297971248626708984e+01 3.366057666239042305e+02 -1.153694779933362558e+00
-4.806104278564453125e+01 -1.297971248626708984e+01 3.503925722588755320e+02 -2.280270118126125567e+00
-4.802024459838867188e+01 -1.297971248626708984e+01 3.626455496308093416e+02 -3.539945746255420911e+00
-4.797944641113281250e+01 -1.297971248626708984e+01 3.722094999291043109e+02 -4.991879039477153945e+00
-4.863221740722656250e+01 -1.293906497955322266e+01 4.451364284558575264e+02 -1.655136238013578520e+01
-4.859141921997070312e+01 -1.293906497955322266e+01 4.751106004971917400e+02 -1.814542126483778617e+01
-4.855062103271484375e+01 -1.293906497955322266e+01 5.072019253380141208e+02 -1.753650787425416979e+01
-4.850982284545898438e+01 -1.293906497955322266e+01 4.969034984765036143e+02 -1.329988388640375341e+01
-4.846902465820312500e+01 -1.293906497955322266e+01 4.711107939736367030e+02 -9.441953301911901519e+00
-4.842822647094726562e+01 -1.293906497955322266e+01 4.410285807474060107e+02 -5.465448114574335214e+00
-4.838742828369140625e+01 -1.293906497955322266e+01 4.148133577436289556e+02 3.791089873503749264e+00
-4.834663009643554688e+01 -1.293906497955322266e+01 3.906909303193675669e+02 1.383523875221343324e+01
-4.830583190917968750e+01 -1.293906497955322266e+01 3.600118586519577093e+02 1.303840904676922996e+01
-4.826503372192382812e+01 -1.293906497955322266e+01 3.333947812718570276e+02 9.146452927514131304e+00
-4.822423553466796875e+01 -1.293906497955322266e+01 3.218986764168028571e+02 5.377865773555006612e+00
-4.818343734741210938e+01 -1.293906497955322266e+01 3.208589298229399560e+02 2.261899187103639353e+00
-4.814263916015625000e+01 -1.293906497955322266e+01 3.279616535672876694e+02 -6.434646695760098956e-02
-4.810184097290039062e+01 -1.293906497955322266e+01 3.395056415615942456e+02 -1.498350406457123141e+00
-4.806104278564453125e+01 -1.293906497955322266e+01 3.542987611867188207e+02 -2.265597407125157225e+00
-4.802024459838867188e+01 -1.293906497955322266e+01 3.689912320040472196e+02 -3.131032923148027169e+00
-4.797944641113281250e+01 -1.293906497955322266e+01 3.832015746894642234e+02 -4.089870691003828718e+00
-4.863221740722656250e+01 -1.289841747283935547e+01 4.399691608441127642e+02 -1.595934165361544643e+01
-4.859141921997070312e+01 -1.289841747283935547e+01 4.598479452733767516e+02 -1.666082954018465401e+01
-4.855062103271484375e+01 -1.289841747283935547e+01 4.473444488362588345e+02 -1.616368752795133901e+01
-4.850982284545898438e+01 -1.289841747283935547e+01 4.463050591568094774e+02 -1.237093675929407333e+01
-4.846902465820312500e+01 -1.289841747283935547e+01 4.352915286302635991e+02 -9.021772040707402240e+00
-4.842822647094726562e+01 -1.289841747283935547e+01 4.203264526524274629e+02 -5.706925232959792815e+00
-4.838742828369140625e+01 -1.289841747283935547e+01 4.150908978203107722e+02 -1.539075150606443509e+00
-4.834663009643554688e+01 -1.289841747283935547e+01 3.894462417354531567e+02 7.651384426147987305e+00
-4.830583190917968750e+01 -1.289841747283935547e+01 3.554857205112137422e+02 7.174530961957555242e+00
-4.826503372192382812e+01 -1.289841747283935547e+01 3.306430318030501212e+02 4.726215938663196781e+00
-4.822423553466796875e+01 -1.289841747283935547e+01 3.209185191580624519e+02 2.382685373220092107e+00
-4.818343734741210938e+01 -1.289841747283935547e+01 3.210509010073930654e+02 3.944333595324739372e-01
-4.814263916015625000e+01 -1.289841747283935547e+01 3.280319700019664424e+02 -1.180065942648161226e+00
-4.810184097290039062e+01 -1.289841747283935547e+01 3.392521364009356262e+02 -2.149446595365503310e+00
-4.806104278564453125e+01 -1.289841747283935547e+01 3.532345073732071796e+02 -2.648814864986377859e+00
-4.802024459838867188e+01 -1.289841747283935547e+01 3.686771136459494187e+02 -3.234359477290277507e+00
-4.797944641113281250e+01 -1.289841747283935547e+01 3.858589942637046306e+02 -3.868693392676051612e+00
-4.863221740722656250e+01 -1.285776996612548828e+01 4.281318514636971599e+02 -1.480038419227673252e+01
-4.859141921997070312e+01 -1.285776996612548828e+01 4.434994006402637865e+02 -1.434775954386820196e+01
-4.855062103271484375e+01 -1.285776996612548828e+01 4.290465244418682573e+02 -1.316862132793887419e+01
-4.850982284545898438e+01 -1.285776996612548828e+01 4.199042944238061068e+02 -1.065559667478770933e+01
-4.846902465820312500e+01 -1.285776996612548828e+01 4.107178639112551650e+02 -8.026216848233156398e+00
-4.842822647094726562e+01 -1.285776996612548828e+01 4.031538865357687200e+02 -5.443883366809735946e+00
-4.838742828369140625e+01 -1.285776996612548828e+01 4.054646058473072685e+02 -2.956350802742242490e+00
-4.834663009643554688e+01 -1.285776996612548828e+01 3.912107391767692093e+02 1.877127278508284203e+00
-4.830583190917968750e+01 -1.285776996612548828e+01 3.504965955180270498e+02 2.511903363816034851e+00
-4.826503372192382812e+01 -1.285776996612548828e+01 3.244058004660394090e+02 1.102202904696517161e+00
-4.822423553466796875e+01 -1.285776996612548828e+01 3.160662524660523331e+02 -2.679615471067473553e-01
-4.818343734741210938e+01 -1.285776996612548828e+01 3.189165968652962420e+02 -1.342292817123263315e+00
-4.814263916015625000e+01 -1.285776996612548828e+01 3.264675684195350982e+02 -2.251267401227717180e+00
-4.810184097290039062e+01 -1.285776996612548828e+01 3.369878157058281545e+02 -2.765366155807507553e+00
-4.806104278564453125e+01 -1.285776996612548828e+01 3.490451143973822923e+02 -3.161573128981172154e+00
-4.802024459838867188e+01 -1.285776996612548828e+01 3.617229930670575300e+02 -3.725537285311816049e+00
-4.797944641113281250e+01 -1.285776996612548828e+01 3.747836941856512567e+02 -4.465459818081153109e+00
-4.863221740722656250e+01 -1.281712245941162109e+01 4.124725403271869482e+02 -1.278636237611741500e+01
-4.859141921997070312e+01 -1.281712245941162109e+01 4.320208719897970582e+02 -1.211268533643992917e+01
-4.855062103271484375e+01 -1.281712245941162109e+01 4.141735587904286717e+02 -1.077767179413545051e+01
-4.850982284545898438e+01 -1.281712245941162109e+01 4.026794208295474959e+02 -9.036478603469403126e+00
-4.846902465820312500e+01 -1.281712245941162109e+01 3.932207211532943916e+02 -6.845683341166154179e+00
-4.842822647094726562e+01 -1.281712245941162109e+01 3.844178192423507312e+02 -4.588313105760912336e+00
-4.838742828369140625e+01 -1.281712245941162109e+01 3.743339718438903674e+02 -2.455434234931995086e+00
-4.834663009643554688e+01 -1.281712245941162109e+01 3.724392065835386347e+02 -2.013296997425195745e-01
-4.830583190917968750e+01 -1.281712245941162109e+01 3.386158961789678870e+02 -1.235956675533838700e+00
-4.826503372192382812e+01 -1.281712245941162109e+01 3.138663597159949177e+02 -1.951830041299121188e+00
-4.822423553466796875e+01 -1.281712245941162109e+01 3.082546457555984603e+02 -2.467607002934375959e+00
-4.818343734741210938e+01 -1.281712245941162109e+01 3.153943252263767363e+02 -2.722949518470242580e+00
-4.814263916015625000e+01 -1.281712245941162109e+01 3.244928830126332286e+02 -2.912179411096657677e+00
-4.810184097290039062e+01 -1.281712245941162109e+01 3.340270587155125668e+02 -3.053700626857262179e+00
-4.806104278564453125e+01 -1.281712245941162109e+01 3.435842106959984790e+02 -3.384107541529546292e+00
-4.802024459838867188e+01 -1.281712245941162109e+01 3.533469539851527088e+02 -3.917869553525353155e+00
-4.797944641113281250e+01 -1.281712245941162109e+01 3.618512648699233978e+02 -4.689960913413785626e+00
-4.863221740722656250e+01 -1.277647495269775391e+01 4.009555764896892924e+02 -1.094174347641041045e+01
-4.859141921997070312e+01 -1.277647495269775391e+01 4.123774283039477950e+02 -1.068375590977213108e+01
-4.855062103271484375e+01 -1.277647495269775391e+01 3.936942693879757371e+02 -9.807955312540389770e+00
-4.850982284545898438e+01 -1.277647495269775391e+01 3.837586625051794726e+02 -7.909733641163146700e+00
-4.846902465820312500e+01 -1.277647495269775391e+01 3.748466364274843272e+02 -5.936949558235117053e+00
-4.842822647094726562e+01 -1.277647495269775391e+01 3.650521981091316661e+02 -4.427884807524498534e+00
-4.838742828369140625e+01 -1.277647495269775391e+01 3.539786283586840909e+02 -3.385325814415880874e+00
-4.834663009643554688e+01 -1.277647495269775391e+01 3.391797490443295828e+02 -3.444401426009642275e+00
-4.830583190917968750e+01 -1.277647495269775391e+01 3.177171165900999199e+02 -4.873646702486775339e+00
-4.826503372192382812e+01 -1.277647495269775391e+01 3.142723217530888746e+02 -4.056866771990243592e+00
-4.822423553466796875e+01 -1.277647495269775391e+01 2.986871584920384635e+02 -3.720618155734837451e+00
-4.818343734741210938e+01 -1.277647495269775391e+01 3.122738620382203294e+02 -3.216098649299630186e+00
-4.814263916015625000e+01 -1.277647495269775391e+01 3.222204735721970223e+02 -2.988880855389765667e+00
-4.810184097290039062e+01 -1.277647495269775391e+01 3.300328813517801905e+02 -2.989174654615150306e+00
-4.806104278564453125e+01 -1.277647495269775391e+01 3.374119923579705755e+02 -3.217323906959107749e+00
-4.802024459838867188e+01 -1.277647495269775391e+01 3.440782068407428369e+02 -3.669950913226707190e+00
-4.797944641113281250e+01 -1.277647495269775391e+01 3.483628342951326431e+02 -4.347608192807098426e+00
-4.863221740722656250e+01 -1.273582744598388672e+01 3.933591738363156765e+02 -9.659911083529360454e+00
-4.859141921997070312e+01 -1.273582744598388672e+01 4.049283605923415621e+02 -1.017970495555041133e+01
-4.855062103271484375e+01 -1.273582744598388672e+01 3.763298310990308551e+02 -9.166021063957398241e+00
-4.850982284545898438e+01 -1.273582744598388672e+01 3.676431957340743679e+02 -7.073382522340716072e+00
-4.846902465820312500e+01 -1.273582744598388672e+01 3.596116588599648480e+02 -5.788809940585005087e+00
-4.842822647094726562e+01 -1.273582744598388672e+01 3.510169965081353780e+02 -4.861345847317056545e+00
-4.838742828369140625e+01 -1.273582744598388672e+01 3.407629576533561249e+02 -4.243729903174351392e+00
-4.834663009643554688e+01 -1.273582744598388672e+01 3.279339084933684489e+02 -4.037475285261892921e+00
-4.830583190917968750e+01 -1.273582744598388672e+01 3.116417174063294055e+02 -4.087119587223285500e+00
-4.826503372192382812e+01 -1.273582744598388672e+01 2.937128827144658203e+02 -3.696702383685297466e+00
-4.822423553466796875e+01 -1.273582744598388672e+01 2.858093867477059007e+02 -4.176747042937171805e+00
-4.818343734741210938e+01 -1.273582744598388672e+01 3.107723167026553028e+02 -3.083374599755559942e+00
-4.814263916015625000e+01 -1.273582744598388672e+01 3.202816971063730875e+02 -2.617934437747658105e+00
-4.810184097290039062e+01 -1.273582744598388672e+01 3.257999423075080472e+02 -2.461914497020852188e+00
-4.806104278564453125e+01 -1.273582744598388672e+01 3.300942727434386939e+02 -2.584663367523221567e+00
-4.802024459838867188e+01 -1.273582744598388672e+01 3.330840163494369790e+02 -2.932007350975018856e+00
-4.797944641113281250e+01 -1.273582744598388672e+01 3.339485593522313707e+02 -3.487561130904654139e+00
