# lon  lat  height  gz
-4.806104278564453125e+01 -1.346748256683349609e+01 4.028519111058473641e+02 -8.818020949833414335e+00
-4.802024459838867188e+01 -1.346748256683349609e+01 4.641296288209681506e+02 -9.609127100723092951e+00
-4.797944641113281250e+01 -1.346748256683349609e+01 5.393814136139271795e+02 -9.818749420162124153e+00
-4.863221740722656250e+01 -1.342683506011962891e+01 4.543623074025069286e+02 -1.311104921175505922e+01
-4.859141921997070312e+01 -1.342683506011962891e+01 4.632740486210910831e+02 -6.857046109912848131e+00
-4.855062103271484375e+01 -1.342683506011962891e+01 4.692142242955183633e+02 -2.590063377004634404e-01
-4.850982284545898438e+01 -1.342683506011962891e+01 4.725261412343492680e+02 6.838736995589061785e+00
-4.846902465820312500e+01 -1.342683506011962891e+01 4.739062958196071236e+02 1.471136382621662975e+01
-4.842822647094726562e+01 -1.342683506011962891e+01 4.754257572968559202e+02 2.347565962769877501e+01
-4.838742828369140625e+01 -1.342683506011962891e+01 4.629726780807408772e+02 3.209272862632095524e+01
-4.834663009643554688e+01 -1.342683506011962891e+01 4.209177498567955809e+02 3.944352219698901507e+01
-4.830583190917968750e+01 -1.342683506011962891e+01 3.914847332488019447e+02 4.597369329276169481e+01
-4.826503372192382812e+01 -1.342683506011962891e+01 5.351725248344910142e+02 4.818835383335460421e+01
-4.822423553466796875e+01 -1.342683506011962891e+01 4.562764739753232561e+02 3.299823250760091042e+01
-4.818343734741210938e+01 -1.342683506011962891e+01 3.264762987901304996e+02 1.351174805985554528e+01
-4.814263916015625000e+01 -1.342683506011962891e+01 3.321705025182021700e+02 1.341963404460189968e-01
-4.810184097290039062e+01 -1.342683506011962891e+01 3.657485302273169054e+02 -7.029281291820824507e+00
-4.806104278564453125e+01 -1.342683506011962891e+01 4.061781535311490643e+02 -8.987484650244473627e+00
-4.802024459838867188e+01 -1.342683506011962891e+01 4.652172385288901637e+02 -1.004334689436322670e+01
-4.797944641113281250e+01 -1.342683506011962891e+01 5.369764381476409199e+02 -1.018327543171838911e+01
-4.863221740722656250e+01 -1.338618755340576172e+01 4.318325448826054753e+02 -1.345175419354134227e+01
-4.859141921997070312e+01 -1.338618755340576172e+01 4.453245343426208933e+02 -8.231136285718191559e+00
-4.855062103271484375e+01 -1.338618755340576172e+01 4.537985284605604761e+02 -2.081419161021080821e+00
-4.850982284545898438e+01 -1.338618755340576172e+01 4.597747838839317751e+02 4.830617016616627346e+00
-4.846902465820312500e+01 -1.338618755340576172e+01 4.641655671623578314e+02 1.284316394293748331e+01
-4.842822647094726562e+01 -1.338618755340576172e+01 4.665900365413106101e+02 2.253809876464490713e+01
-4.838742828369140625e+01 -1.338618755340576172e+01 4.367850840108667967e+02 3.319707213170524085e+01
-4.834663009643554688e+01 -1.338618755340576172e+01 4.047806863824361017e+02 4.142398803381370698e+01
-4.830583190917968750e+01 -1.338618755340576172e+01 3.924249547070216977e+02 4.708181491773263616e+01
-4.826503372192382812e+01 -1.338618755340576172e+01 3.729343879393373982e+02 4.739123961187210909e+01
-4.822423553466796875e+01 -1.338618755340576172e+01 3.572157636752411918e+02 3.136086851857199420e+01
-4.818343734741210938e+01 -1.338618755340576172e+01 3.296035740033939874e+02 1.573078493214252660e+01
-4.814263916015625000e+01 -1.338618755340576172e+01 3.346246483527909277e+02 1.818081454256771146e+00
-4.810184097290039062e+01 -1.338618755340576172e+01 3.701252546596158481e+02 -6.913734297463226319e+00
-4.806104278564453125e+01 -1.338618755340576172e+01 4.109877736721648489e+02 -9.000725619445857362e+00
-4.802024459838867188e+01 -1.338618755340576172e+01 4.632364476543480691e+02 -1.064016409246147354e+01
-4.797944641113281250e+01 -1.338618755340576172e+01 5.177181067688281928e+02 -1.051997563296569993e+01
-4.863221740722656250e+01 -1.334554004669189453e+01 4.175803070837334303e+02 -1.448115914897500822e+01
-4.859141921997070312e+01 -1.334554004669189453e+01 4.318100309240234083e+02 -1.027854131654596159e+01
-4.855062103271484375e+01 -1.334554004669189453e+01 4.417470376685603242e+02 -5.122432758728861835e+00
-4.850982284545898438e+01 -1.334554004669189453e+01 4.491859144180102703e+02 9.571991042741262445e-01
-4.846902465820312500e+01 -1.334554004669189453e+01 4.553073214054626305e+02 8.719486594189580941e+00
-4.842822647094726562e+01 -1.334554004669189453e+01 4.639638734688545014e+02 2.021593503525734903e+01
-4.838742828369140625e+01 -1.334554004669189453e+01 4.580727818346882714e+02 3.320567019987979052e+01
-4.834663009643554688e+01 -1.334554004669189453e+01 4.241172076008191425e+02 4.333499872348552628e+01
-4.830583190917968750e+01 -1.334554004669189453e+01 4.064281715309044785e+02 5.017032736562094186e+01
-4.826503372192382812e+01 -1.334554004669189453e+01 3.738859348102923832e+02 4.364131843998006843e+01
-4.822423553466796875e+01 -1.334554004669189453e+01 3.410145784323566431e+02 3.057418347039828532e+01
-4.818343734741210938e+01 -1.334554004669189453e+01 3.121468838288039933e+02 1.465551145786066023e+01
-4.814263916015625000e+01 -1.334554004669189453e+01 3.354647826743160408e+02 5.004910580404581921e+00
-4.810184097290039062e+01 -1.334554004669189453e+01 3.662810671432364984e+02 -4.259112768684863326e+00
-4.806104278564453125e+01 -1.334554004669189453e+01 4.078363573630844030e+02 -8.468856893347846082e+00
-4.802024459838867188e+01 -1.334554004669189453e+01 4.469215693286128044e+02 -1.071563515832717606e+01
-4.797944641113281250e+01 -1.334554004669189453e+01 4.926422729929341244e+02 -1.048060820582151642e+01
-4.863221740722656250e+01 -1.330489253997802734e+01 4.117803088834769483e+02 -1.565663205067736996e+01
-4.859141921997070312e+01 -1.330489253997802734e+01 4.242757811222517148e+02 -1.255916432453952503e+01
-4.855062103271484375e+01 -1.330489253997802734e+01 4.337115316970976551e+02 -8.623591443222542452e+00
-4.850982284545898438e+01 -1.330489253997802734e+01 4.402241518988845428e+02 -4.171258286286684935e+00
-4.846902465820312500e+01 -1.330489253997802734e+01 4.444404569208344924e+02 1.839932143581985757e+00
-4.842822647094726562e+01 -1.330489253997802734e+01 4.415252038023056684e+02 1.366595435798108937e+01
-4.838742828369140625e+01 -1.330489253997802734e+01 4.800161651759968322e+02 2.926191451713662772e+01
-4.834663009643554688e+01 -1.330489253997802734e+01 4.430370266126246861e+02 4.005569626436551545e+01
-4.830583190917968750e+01 -1.330489253997802734e+01 4.236581390525487336e+02 4.702547347178573744e+01
-4.826503372192382812e+01 -1.330489253997802734e+01 3.880024779584881571e+02 4.274133360239822110e+01
-4.822423553466796875e+01 -1.330489253997802734e+01 3.361594701200277200e+02 3.314394927878851860e+01
-4.818343734741210938e+01 -1.330489253997802734e+01 3.078952413038749683e+02 1.911665263778238710e+01
-4.814263916015625000e+01 -1.330489253997802734e+01 3.229801996580239916e+02 5.678926752380675680e+00
-4.810184097290039062e+01 -1.330489253997802734e+01 3.486494324340548019e+02 -3.650404741806563269e+00
-4.806104278564453125e+01 -1.330489253997802734e+01 4.080386612601997172e+02 -9.125385692161223972e+00
-4.802024459838867188e+01 -1.330489253997802734e+01 4.277179882826354174e+02 -1.001819618277155044e+01
-4.797944641113281250e+01 -1.330489253997802734e+01 4.563347754425611242e+02 -1.015498525235425653e+01
-4.863221740722656250e+01 -1.326424503326416016e+01 4.162579979819881828e+02 -1.663011784923562431e+01
-4.859141921997070312e+01 -1.326424503326416016e+01 4.271670376070925954e+02 -1.414814257432960432e+01
-4.855062103271484375e+01 -1.326424503326416016e+01 4.340309167646216792e+02 -1.152520574770141337e+01
-4.850982284545898438e+01 -1.326424503326416016e+01 4.395222538270054997e+02 -9.115214942759067185e+00
-4.846902465820312500e+01 -1.326424503326416016e+01 4.463593532953645990e+02 -7.857777743068201204e+00
-4.842822647094726562e+01 -1.326424503326416016e+01 4.529362452737517515e+02 8.731328332170333439e+00
-4.838742828369140625e+01 -1.326424503326416016e+01 4.756473340602753410e+02 2.651718043583584361e+01
-4.834663009643554688e+01 -1.326424503326416016e+01 4.617371063973246805e+02 3.855485911397163079e+01
-4.830583190917968750e+01 -1.326424503326416016e+01 4.434473328999876003e+02 4.525215827175906469e+01
-4.826503372192382812e+01 -1.326424503326416016e+01 4.093881085693032560e+02 4.312319180379352446e+01
-4.822423553466796875e+01 -1.326424503326416016e+01 3.494944771779614143e+02 3.404400464088868716e+01
-4.818343734741210938e+01 -1.326424503326416016e+01 3.504713641376684450e+02 2.072714764333514026e+01
-4.814263916015625000e+01 -1.326424503326416016e+01 3.148382131675763276e+02 5.485150187131286881e-01
-4.810184097290039062e+01 -1.326424503326416016e+01 3.610412481374899016e+02 -5.828378741563362553e+00
-4.806104278564453125e+01 -1.326424503326416016e+01 4.020641789914345736e+02 -8.753973561104684720e+00
-4.802024459838867188e+01 -1.326424503326416016e+01 4.063729227858881359e+02 -9.573857904614529346e+00
-4.797944641113281250e+01 -1.326424503326416016e+01 4.212667042854037618e+02 -9.932385903124190563e+00
-4.863221740722656250e+01 -1.322359752655029297e+01 4.300969244356114700e+02 -1.705480717186054207e+01
-4.859141921997070312e+01 -1.322359752655029297e+01 4.370242656268775931e+02 -1.433179054474028646e+01
-4.855062103271484375e+01 -1.322359752655029297e+01 4.454129568873652829e+02 -1.172256103944304861e+01
-4.850982284545898438e+01 -1.322359752655029297e+01 4.530613596358542168e+02 -8.170511315906619387e+00
-4.846902465820312500e+01 -1.322359752655029297e+01 4.585841297415846611e+02 -2.348502742713507008e+00
-4.842822647094726562e+01 -1.322359752655029297e+01 4.594784503719344002e+02 8.345884265838776628e+00
-4.838742828369140625e+01 -1.322359752655029297e+01 4.699361522072499611e+02 2.588238699922888131e+01
-4.834663009643554688e+01 -1.322359752655029297e+01 4.545446685266610984e+02 3.635079291482544761e+01
-4.830583190917968750e+01 -1.322359752655029297e+01 4.401426558149764787e+02 4.449341189135947872e+01
-4.826503372192382812e+01 -1.322359752655029297e+01 4.104966642422456857e+02 4.510096836741848847e+01
-4.822423553466796875e+01 -1.322359752655029297e+01 3.764666054360944827e+02 3.554733562455090379e+01
-4.818343734741210938e+01 -1.322359752655029297e+01 3.084033675931217999e+02 1.558916485305454280e+01
-4.814263916015625000e+01 -1.322359752655029297e+01 3.159008389594088158e+02 1.333739595527720923e+00
-4.810184097290039062e+01 -1.322359752655029297e+01 3.612799720362071412e+02 -5.742294176199882472e+00
-4.806104278564453125e+01 -1.322359752655029297e+01 3.792761590010326245e+02 -8.286938735708149650e+00
-4.802024459838867188e+01 -1.322359752655029297e+01 3.834707170546475368e+02 -9.307323006868326587e+00
-4.797944641113281250e+01 -1.322359752655029297e+01 3.940510411274274247e+02 -9.886575915358834621e+00
-4.863221740722656250e+01 -1.318295001983642578e+01 4.472641954982350398e+02 -1.669186632116558755e+01
-4.859141921997070312e+01 -1.318295001983642578e+01 4.501899389413919721e+02 -1.353859250039463724e+01
-4.855062103271484375e+01 -1.318295001983642578e+01 4.599370010070913395e+02 -1.057692019873087652e+01
-4.850982284545898438e+01 -1.318295001983642578e+01 4.683053165851375752e+02 -6.120385092091650492e+00
-4.846902465820312500e+01 -1.318295001983642578e+01 4.718377259008300939e+02 4.890221266633927866e-01
-4.842822647094726562e+01 -1.318295001983642578e+01 4.686172459404755273e+02 9.836561277280962301e+00
-4.838742828369140625e+01 -1.318295001983642578e+01 4.461707130673343613e+02 2.238966393413705802e+01
-4.834663009643554688e+01 -1.318295001983642578e+01 4.476049183390923645e+02 3.426649143900339567e+01
-4.830583190917968750e+01 -1.318295001983642578e+01 4.413567570564645735e+02 4.427071103197622648e+01
-4.826503372192382812e+01 -1.318295001983642578e+01 3.976213580941270607e+02 4.807219661002570632e+01
-4.822423553466796875e+01 -1.318295001983642578e+01 3.551689462054092701e+02 3.416427037249453491e+01
-4.818343734741210938e+01 -1.318295001983642578e+01 2.931105251313458666e+02 1.141774564467242570e+01
-4.814263916015625000e+01 -1.318295001983642578e+01 3.046040685292743433e+02 8.208974944843553390e-01
-4.810184097290039062e+01 -1.318295001983642578e+01 3.287321227141617896e+02 -6.381476149779858886e+00
-4.806104278564453125e+01 -1.318295001983642578e+01 3.546304447044563517e+02 -7.611694596404982249e+00
-4.802024459838867188e+01 -1.318295001983642578e+01 3.657309585317157712e+02 -8.749137284610728926e+00
-4.797944641113281250e+01 -1.318295001983642578e+01 3.744109629011451261e+02 -9.644643004896300553e+00
-4.863221740722656250e+01 -1.314230251312255859e+01 4.644216020110419549e+02 -1.478531802367896120e+01
-4.859141921997070312e+01 -1.314230251312255859e+01 4.586236724871609454e+02 -1.249239352270991965e+01
-4.855062103271484375e+01 -1.314230251312255859e+01 4.741436798413228644e+02 -1.000727404393723319e+01
-4.850982284545898438e+01 -1.314230251312255859e+01 4.842469527713552679e+02 -5.460075984519941805e+00
-4.846902465820312500e+01 -1.314230251312255859e+01 4.864674297638727580e+02 1.115722639795743820e+00
-4.842822647094726562e+01 -1.314230251312255859e+01 4.806413158938238439e+02 9.898302168910893428e+00
-4.838742828369140625e+01 -1.314230251312255859e+01 4.611198199269800284e+02 2.113975918629712680e+01
-4.834663009643554688e+01 -1.314230251312255859e+01 4.722786610421660498e+02 3.209451759241349578e+01
-4.830583190917968750e+01 -1.314230251312255859e+01 4.413551389179679063e+02 4.100681219079266526e+01
-4.826503372192382812e+01 -1.314230251312255859e+01 4.160072032039119563e+02 4.516974775339306802e+01
-4.822423553466796875e+01 -1.314230251312255859e+01 3.814614238769724466e+02 3.673544529253576485e+01
-4.818343734741210938e+01 -1.314230251312255859e+01 3.340277405313099166e+02 1.470490095290324106e+01
-4.814263916015625000e+01 -1.314230251312255859e+01 2.916641644107450588e+02 -1.320231452657335103e+00
-4.810184097290039062e+01 -1.314230251312255859e+01 3.219817088425912175e+02 -4.563786881483348878e+00
-4.806104278564453125e+01 -1.314230251312255859e+01 3.412197532811180167e+02 -6.382524889099054910e+00
-4.802024459838867188e+01 -1.314230251312255859e+01 3.542957221873294884e+02 -7.831830111526173255e+00
-4.797944641113281250e+01 -1.314230251312255859e+01 3.624283481223899912e+02 -9.126557310920443200e+00
-4.863221740722656250e+01 -1.310165500640869141e+01 4.398891071474107548e+02 -1.477011695090460996e+01
-4.859141921997070312e+01 -1.310165500640869141e+01 4.433533195441519297e+02 -1.197234538689443362e+01
-4.855062103271484375e+01 -1.310165500640869141e+01 4.865471265325081163e+02 -1.087699753678042569e+01
-4.850982284545898438e+01 -1.310165500640869141e+01 5.061893278445236888e+02 -6.716629204811060738e+00
-4.846902465820312500e+01 -1.310165500640869141e+01 5.085311653473954721e+02 -3.271263474835046092e-01
-4.842822647094726562e+01 -1.310165500640869141e+01 4.957341342490234410e+02 8.390535188667238131e+00
-4.838742828369140625e+01 -1.310165500640869141e+01 4.681228727487005017e+02 2.044532120871818748e+01
-4.834663009643554688e+01 -1.310165500640869141e+01 4.325017531921787395e+02 3.077314059285864190e+01
-4.830583190917968750e+01 -1.310165500640869141e+01 4.051529699325081424e+02 3.824634609518174244e+01
-4.826503372192382812e+01 -1.310165500640869141e+01 3.932827076672604676e+02 4.306459654903402878e+01
-4.822423553466796875e+01 -1.310165500640869141e+01 3.793379198702379540e+02 3.313527740565226054e+01
-4.818343734741210938e+01 -1.310165500640869141e+01 3.327956245705789229e+02 1.022972877845230144e+01
-4.814263916015625000e+01 -1.310165500640869141e+01 3.124554574350308940e+02 -3.284693930986262167e-01
-4.810184097290039062e+01 -1.310165500640869141e+01 3.264748817025013068e+02 -2.857701331988570903e+00
-4.806104278564453125e+01 -1.310165500640869141e+01 3.376716071709460039e+02 -5.000318391564039011e+00
-4.802024459838867188e+01 -1.310165500640869141e+01 3.487795803486706632e+02 -6.746458927582071219e+00
-4.797944641113281250e+01 -1.310165500640869141e+01 3.563511908272648725e+02 -8.340121533498017214e+00
-4.863221740722656250e+01 -1.306100749969482422e+01 4.388312204863154307e+02 -1.585132041229853783e+01
-4.859141921997070312e+01 -1.306100749969482422e+01 4.277589360597309565e+02 -1.468333988036065563e+01
-4.855062103271484375e+01 -1.306100749969482422e+01 4.963718895719152329e+02 -1.465308600290065755e+01
-4.850982284545898438e+01 -1.306100749969482422e+01 5.590717695432539358e+02 -1.088491109553122271e+01
